1739801759.9573514,-0.004625
1739801760.0670567,1.1035
1739801760.1768398,1.099875
1739801760.2865357,1.1031250000000001
1739801760.3963068,1.1005
1739801760.5059452,1.101875
1739801760.6156213,1.101
1739801760.7252827,1.098
1739801760.8349159,1.1025
1739801760.9442544,1.095
1739801761.053867,1.1025
1739801761.1634743,1.0951250000000001
1739801761.2731667,1.105875
1739801761.382787,1.094125
1739801761.492386,1.106375
1739801761.6019871,1.094375
1739801761.7116187,1.106625
1739801761.8212428,1.0931250000000001
1739801761.93086,1.1067500000000001
1739801762.0404918,1.094375
1739801762.1501274,1.106
1739801762.2595334,1.095625
1739801762.369148,1.106
1739801762.4788322,1.0965
1739801762.5884337,1.10625
1739801762.6981022,1.099
1739801762.8077846,1.104875
1739801762.9177072,1.099875
1739801763.0273397,1.1045
1739801763.1369295,1.099875
1739801763.2465158,1.103875
1739801763.3561516,1.1007500000000001
1739801763.465845,1.102625
1739801763.5757332,1.1011250000000001
1739801763.6853404,1.100375
1739801763.7949388,1.102
1739801763.9045503,1.095625
1739801764.014241,1.1031250000000001
1739801764.1238399,1.0945
1739801764.2334323,1.104125
1739801764.3431234,1.094625
1739801764.4527066,1.107
1739801764.5623071,1.093875
1739801764.6719253,1.107
1739801764.7815282,1.094
1739801764.8912191,1.106875
1739801765.0005515,1.093875
1739801765.1101923,1.106875
1739801765.2197886,1.094875
1739801765.32939,1.10575
1739801765.4389892,1.096125
1739801765.548585,1.1067500000000001
1739801765.6582723,1.0971250000000001
1739801765.76787,1.1055
1739801765.8774624,1.09925
1739801765.9871469,1.10525
1739801766.0967257,1.10025
1739801766.2063556,1.104
1739801766.315905,1.0987500000000001
1739801766.4255292,1.101875
1739801766.5351315,1.10125
1739801766.644737,1.09825
1739801766.7561636,1.103
1739801766.8676326,1.105125
1739801766.9791093,1.0985
1739801767.0906022,1.107125
1739801767.2020023,1.094875
1739801767.3134093,1.108
1739801767.4248016,1.095875
1739801767.5361788,1.102125
1739801767.6475642,1.105875
1739801767.7589402,1.098625
1739801767.8703074,1.107375
1739801767.9817095,1.095
1739801768.0930886,1.108125
1739801768.2044942,1.09575
1739801768.3159676,1.1027500000000001
1739801768.427426,1.105375
1739801768.5387983,1.0987500000000001
1739801768.650835,1.10725
1739801768.7622602,1.0947500000000001
1739801768.8736567,1.1065
1739801768.9850693,1.096125
